ITEM ID  DE  LA MATRIZ ;Código ADN Clínico-Funcional ;MODELO;CLASIFICACIÓN GENERAL;AGRUPADOR;DISPARADOR (Actividad, Función, Cargo, Examen Médico, Sistema, Hallazgo Clínico, Laboratorio Clínico);SISTEMA;COMPONENTE;SUBCOMPONENTE O CARACTERÍSTICA ANATÓMICA/FISIOLÓGICA (CON LATERALIDAD);VALORACIÓN ESPECÍFICA;CONDICIÓN CLÍNICA MÉDICA;HALLAZGO ESPERADO;ACCIÓN RECOMENDADA;INTERPRETACIÓN CLÍNICA;SEGUIMIENTO POR ESPECIALISTA;ESTADO DE APTITUD LABORAL;ACCIÓN RECOMENDADA IA (PLN/NLP)
29;SISCERE-01-029;1;Sistemas Anatómico-Funcionales del Cuerpo Humano;;;sistema_auditivo;Sistema Nervioso Central / Periférico / Auditivo (11);sistema_límbico/hiperactivación/no_aplica_lateralidad;Manejo multidisciplinario con terapia cognitivo-conductual (TCC) para insomnio (TCC-I) y para tinnitus (TRT). Valoración por psiquiatría.;Diagnóstico/Trastorno de insomnio relacionado con tinnitus crónico/Sistema Nervioso Central/N/A;Polisomnografía muestra latencia de sueño aumentada y despertares frecuentes. Cuestionarios (Tinnitus Handicap Inventory) con puntuación severa.;Manejo multidisciplinario con terapia cognitivo-conductual (TCC-I) y para tinnitus (TRT). Valoración por psiquiatría.;El tinnitus interfiere con el sueño, causando fatiga, irritabilidad y déficit de atención. Esto afecta la seguridad y el rendimiento laboral.;Psiquiatría / Psicología / ORL / Medicina del Sueño;Apto con Restricciones;El zumbido constante en tus oídos te causa insomnio y ansiedad. Necesitas terapias especiales y apoyo psicológico para que no afecte tu trabajo.
30;OIDOFIS-01-030;1;Sistemas Anatómico-Funcionales del Cuerpo Humano;;;sistema_auditivo;oído_interno GRU-1 (16);oído_interno/fístula_perilinfática/no_aplica_lateralidad;Evitar esfuerzos físicos intensos. Cirugía exploradora (timpanotomía) para identificar y sellar la fístula si se sospecha con fuerza.;Diagnóstico/Fístula perilinfática (origen no traumático)/Oído Interno/N/A;Nistagmo inducido por presión (Valsalva, presión en el trago). Pruebas vestibulares y TC de alta resolución para buscar la causa.;Evitar esfuerzos físicos intensos. Cirugía exploradora para identificar y sellar la fístula si se sospecha con fuerza.;Es una conexión anómala entre el oído interno y el medio. Los cambios de presión causan vértigo incapacitante con actividades cotidianas.;Neurotología / ORL;Apto con Restricciones;Los cambios de presión te causan mareos por una fístula. Debes evitar esfuerzos físicos intensos y es posible que necesites una cirugía. Tendrás restricciones en tu trabajo.
31;OIDOTIT-01-031;1;Sistemas Anatómico-Funcionales del Cuerpo Humano;;;sistema_auditivo;oído_medio GRU-1 (16);oído_medio/proceso_infeccioso/izquierdo;Tratamiento con analgésicos y antibióticos según criterio médico. Evitar exposición a cambios bruscos de presión.;Diagnóstico/Otitis media aguda no supurativa/Oído/Izquierdo;Otoscopia con membrana timpánica abombada, eritematosa y pérdida del reflejo luminoso en oído izquierdo. Dolor.;Tratamiento con analgésicos y antibióticos según criterio médico. Evitar exposición a cambios bruscos de presión.;Es un proceso inflamatorio/infeccioso agudo en el oído izquierdo que compromete la función auditiva y puede causar dolor incapacitante de forma temporal.;Medicina laboral / ORL;No Apto Temporal;Tienes una infección en el oído izquierdo que te causa dolor y te impide oír bien. Es una incapacidad temporal mientras te recuperas con medicación.
32;OIDOTIT-01-032;1;Sistemas Anatómico-Funcionales del Cuerpo Humano;;;sistema_auditivo;oído_medio GRU-1 (16);membrana_timpánica/perforación/derecho;Protección auricular estricta contra el agua. Derivación urgente a ORL para manejo quirúrgico y/o tratamiento específico.;Diagnóstico/Otitis media crónica supurativa/Oído/Derecho;Perforación de la membrana timpánica en oído derecho con otorrea purulenta activa. Audiometría con hipoacusia conductiva.;Protección auricular estricta contra el agua. Derivación urgente a ORL para manejo quirúrgico y/o tratamiento específico.;Es una condición crónica con alto riesgo de deterioro auditivo progresivo y complicaciones infecciosas en el oído derecho. Afecta la comunicación en el trabajo.;Otorrinolaringología (ORL);Apto con Restricciones;Tienes una infección crónica en el oído derecho con un agujero en el tímpano. Debes protegerlo del agua y ser revisado por un especialista para evitar que empeore.
33;OIDOOES-01-033;1;Sistemas Anatómico-Funcionales del Cuerpo Humano;;;sistema_auditivo;oído_medio GRU-1 (16);oído_medio/fijación_huesos/derecho;Derivación a ORL para valoración quirúrgica (estapedectomía) o adaptación de audífono. Reevaluar para trabajos con alta demanda auditiva.;Diagnóstico/Otoesclerosis/Oído Medio/Derecho;"Audiometría que muestra hipoacusia conductiva con ""muesca de Carhart"" en 2000 Hz. Timpanometría normal (Tipo A).";Derivación a ORL para valoración quirúrgica (estapedectomía) o adaptación de audífono. Reevaluar para trabajos con alta demanda auditiva.;Es una fijación ósea en el oído medio derecho que impide la correcta transmisión del sonido. Es una condición progresiva que afecta la comunicación en el trabajo.;Otorrinolaringología (ORL);Apto con Restricciones;La otoesclerosis es una condición en tu oído derecho que te hace perder audición poco a poco. Necesitas ver a un especialista para decidir si requieres audífono o cirugía.
34;OIDODIS-01-034;1;Sistemas Anatómico-Funcionales del Cuerpo Humano;;;sistema_auditivo;Oído Medio / Trompa de Eustaquio Residuales (2);trompa_eustaquio/disfunción/bilateral;Educación en maniobras de Valsalva. Uso de descongestionantes nasales previo a vuelos. Reevaluación si los síntomas se agravan.;Diagnóstico/Disfunción de la trompa de Eustaquio/Oído Medio/Bilateral;Timpanometría con curvas aplanadas o desplazadas hacia presión negativa (Tipo C). Otoscopia con retracción timpánica leve.;Educación en maniobras de Valsalva. Uso de descongestionantes nasales previo a vuelos. Reevaluación si los síntomas se agravan.;Es la incapacidad de ecualizar la presión del oído medio bilateralmente. Genera riesgo de barotrauma en ocupaciones con cambios de presión atmosférica.;ORL / Medicina de aviación;Apto con Restricciones;Tienes una disfunción en tus trompas de Eustaquio. Para evitar problemas de presión en vuelos, te enseñarán maniobras especiales.
35;OIDOCOL-01-035;1;Sistemas Anatómico-Funcionales del Cuerpo Humano;;;sistema_auditivo;oído_medio GRU-1 (16);tejido_epitelial/crecimiento_destructivo/derecho;Tratamiento quirúrgico es mandatorio y urgente para erradicar la enfermedad. Incapacidad postoperatoria prolongada.;Diagnóstico/Colesteatoma del oído medio/Oído/Derecho;Otoscopia muestra una masa blanquecina queratinizada en el ático del oído medio derecho. TC de oídos muestra erosión ósea.;Tratamiento quirúrgico es mandatorio y urgente para erradicar la enfermedad. La incapacidad postoperatoria es prolongada.;Es un crecimiento destructivo de tejido epitelial en el oído derecho. Puede causar complicaciones graves, como parálisis facial o meningitis.;Otorrinolaringología (ORL);No Apto Temporal;El colesteatoma es un crecimiento peligroso en tu oído derecho que necesita cirugía urgente. Estarás incapacitado temporalmente por un largo tiempo.
36;OIDOPAR-01-036;1;Sistemas Anatómico-Funcionales del Cuerpo Humano;;;sistema_auditivo;oído_medio GRU-1 (16);caja_timpánica/tumor_glómico/izquierdo;Angio-RM/TC para confirmar la naturaleza vascular del tumor. Audiometría para determinar el grado de hipoacusia conductiva ipsilateral.;Diagnóstico/Paraganglioma timpánico/Oído/Izquierdo;Otoscopia muestra una masa vascular rojiza visible detrás del tímpano. Angio-RM/TC confirma tumor hipervascularizado en la caja.;Remisión a Cirugía de Cabeza y Cuello y ORL. Prohibición de actividades de alto riesgo por peligro de sangrado.;El tumor vascular en el oído medio izquierdo afecta la concentración y el tímpano. El riesgo de sangrado y de crecimiento compromete los nervios craneales.;Cirugía de Cabeza y Cuello / ORL;Apto con Restricciones;Tienes un tumor vascular en el oído izquierdo. Causa un zumbido y afecta tu concentración. Requiere cirugía y tendrás restricciones por el riesgo de sangrado.
37;OIDOPER-01-037;1;Sistemas Anatómico-Funcionales del Cuerpo Humano;;;sistema_auditivo;oído_medio GRU-1 (16);membrana_timpánica/perforación_crónica/izquierdo;Otoscopia neumática para evaluar la movilidad del tímpano. Audiometría para determinar el tipo de hipoacusia conductiva.;Diagnóstico/Perforación timpánica crónica residual/Oído/Izquierdo;Otoscopia muestra una perforación en la membrana timpánica izquierda que no cierra. Audiometría confirma hipoacusia conductiva.;Protección estricta contra el agua para prevenir otitis. Valoración por ORL para posible cirugía reconstructiva (miringoplastia).;La perforación permanente en el tímpano izquierdo aumenta el riesgo de infecciones y limita la capacidad auditiva, especialmente en ambientes ruidosos.;Otorrinolaringología (ORL);Apto con Restricciones;Si tienes una perforación en el tímpano del oído izquierdo, debes protegerlo del agua. Se te recomienda una cirugía para cerrarlo y mejorar la audición.
38;OIDOTIM-01-038;1;Sistemas Anatómico-Funcionales del Cuerpo Humano;;;sistema_auditivo;oído_medio GRU-1 (16);membrana_timpánica/placas_calcáreas/bilateral;Audiometría para evaluar el grado de pérdida auditiva. Otoscopia para confirmar las placas calcáreas. Timpanograma para medir la rigidez.;Diagnóstico/Timpanoesclerosis/Oído/Bilateral;Otoscopia revela placas calcáreas blanquecinas en las membranas timpánicas bilaterales. Timpanograma con curva de baja admitancia.;Generalmente no requiere tratamiento a menos que la hipoacusia sea severa. Se recomienda adaptación de audífonos si es necesario.;La cicatrización y calcificación del tejido del oído medio bilateral causa rigidez. Esto resulta en una hipoacusia conductiva que dificulta la audición.;Otorrinolaringología (ORL);Apto con Restricciones;Tienes rigidez en los tímpanos de ambos oídos por una condición llamada timpanoesclerosis. Si la audición empeora, es posible que necesites audífonos.
39;OIDOTRO-01-039;1;Sistemas Anatómico-Funcionales del Cuerpo Humano;;;sistema_auditivo;oído_medio GRU-1 (16);trompa_eustaquio/patulosa_o_abierta/derecho;El diagnóstico es clínico, basado en la autofonía que mejora al acostarse. Se puede realizar una otoscopia neumática para confirmar la patología.;Diagnóstico/Trompa de Eustaquio patulosa (abierta)/Oído/Derecho;La membrana timpánica se mueve con la respiración (signo de Williams-Brown). El diagnóstico es clínico, basado en la autofonía que mejora al acostarse.;"Medidas conservadoras como hidratación y aumento de peso. Procedimientos quirúrgicos para ""cerrar"" la trompa en casos severos.";La trompa de Eustaquio del oído derecho permanece abierta de forma crónica. Esto causa una resonancia de los sonidos corporales, que interfiere con la concentración.;Otorrinolaringología (ORL);Apto con Restricciones;Si tu trompa de Eustaquio está abierta en el oído derecho, oyes tu propia voz muy fuerte. Esto afecta tu concentración. Hay tratamientos para ayudarte a controlarlo.
40;OIDODER-01-040;1;Sistemas Anatómico-Funcionales del Cuerpo Humano;;;sistema_auditivo;Oído Externo / Piel y Tejidos Blandos (16);pabellón_auricular/dermatitis_de_contacto/derecho;Se recomienda suspender el uso del EPP específico. Utilizar EPP de material hipoalergénico. Tratamiento tópico con corticoides para aliviar la inflamación.;Diagnóstico/Dermatitis de contacto por uso de EPP/Pabellón Auricular/Derecho;Placa eritematosa, edematosa, con posible vesiculación en el pabellón auricular derecho. Coincide con la zona de contacto con el equipo de protección.;Suspender el uso del EPP específico. Utilizar un EPP de material hipoalergénico. Tratamiento tópico con corticoides.;Reacción inflamatoria en el oído derecho que limita el uso de EPP. Se requiere una adaptación ergonómica o un cambio de material del equipo para evitar daños.;Dermatología / Medicina laboral;Apto con Restricciones;Si tienes una reacción alérgica por usar tus protectores auditivos, necesitas cambiarlos por unos hipoalergénicos. El médico te dará una crema para el sarpullido.
41;NERVHER-01-041;1;Sistemas Anatómico-Funcionales del Cuerpo Humano;;;sistema_auditivo;Sistema Nervioso Central / Periférico / Auditivo (11);nervios_craneales/reactivación_viral/izquierdo;Se debe iniciar tratamiento antiviral y con corticoides de inmediato. Terapia de rehabilitación facial. Protección ocular del lado paralizado.;Diagnóstico/Herpes Zóster Ótico (Síndrome de Ramsay Hunt)/Oído y Nervio Facial/Izquierdo;Vesículas herpéticas en el pabellón auricular izquierdo. Parálisis facial periférica. Hipoacusia neurosensorial y vértigo.;Iniciar tratamiento antiviral y con corticoides de inmediato. Terapia de rehabilitación facial. Proteger el ojo del lado paralizado.;Reactivación viral que afecta múltiples nervios craneales en el lado izquierdo. Causa dolor severo, pérdida funcional y desfiguración temporal, siendo altamente incapacitante.;ORL / Neurología / Infectología;No Apto Temporal;Una reactivación de un virus causó parálisis en tu cara y pérdida de audición en el lado izquierdo. Es temporal pero necesitas un tratamiento urgente y tiempo para recuperarte.
42;OIDOMIC-01-042;1;Sistemas Anatómico-Funcionales del Cuerpo Humano;;;sistema_auditivo;Oído Externo / Piel y Tejidos Blandos (16);pabellón_auricular_y_conducto/microtia_atresia/derecho;TC para determinar la ausencia de estructuras en el oído externo y medio. Se recomienda la adaptación de una prótesis auditiva de conducción ósea.;Diagnóstico/Microtia y Atresia del conducto auditivo externo/Oído/Derecho;TC que muestra la ausencia de estructuras del oído externo y medio. Hipoacusia conductiva máxima en el lado derecho. El oído izquierdo es normal.;Derivación a un equipo multidisciplinario (cirugía plástica, ORL, audiología). Adaptación de una prótesis auditiva de conducción ósea para mejorar la audición.;Malformación congénita en el lado derecho que impide la audición por vía aérea. La audición monoaural afecta la localización de sonidos y la comprensión en ambientes ruidosos.;Cirugía Plástica / ORL Pediátrica / Audiología;Apto con Restricciones;El conducto de tu oído derecho no se desarrolló. Esto dificulta la audición. Necesitarás una prótesis especial. Podrás trabajar, pero con adaptaciones de seguridad.
43;OIDOPER-01-043;1;Sistemas Anatómico-Funcionales del Cuerpo Humano;;;sistema_auditivo;Oído Externo / Piel y Tejidos Blandos (16);cartílago_auricular/pericondritis/derecho;Drenaje de absceso si existe. Administración de antibióticos intravenosos. Retiro del cuerpo extraño (piercing) de inmediato.;Diagnóstico/Pericondritis del pabellón auricular/Oído Externo/Derecho;Eritema, edema y fluctuación en el hélix de la oreja derecha, respetando el lóbulo. Dolor intenso a la palpación.;Drenaje de absceso si existe. Antibióticos intravenosos. Retiro del cuerpo extraño (piercing).;Es una infección grave del cartílago auricular derecho con alto riesgo de necrosis y deformidad permanente si no se trata de manera agresiva.;ORL / Cirugía Plástica;No Apto Temporal;La infección en el cartílago de tu oreja derecha es grave y requiere tratamiento urgente. Estarás incapacitado temporalmente para evitar que la infección avance.
